pathway,pval,padj,log2err,ES,NES,size,leadingEdge
BIOCARTA_GSK3_PATHWAY,0.05008347245409015,0.1622021551069965,0.2616635217115731,0.5687327404334057,1.5116448606900519,20,
WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,0.040257648953301126,0.13943404455179817,0.2878571172551493,0.5314277754683545,1.510900046339501,27,
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.040257648953301126,0.13943404455179817,0.2878571172551493,0.5313287744612643,1.510618576997654,27,
WP_INTERLEUKIN11_SIGNALING_PATHWAY,0.03927492447129909,0.13794625760605933,0.28201335001172506,0.47655002840568056,1.509593375717669,44,
BIOCARTA_IL12_PATHWAY,0.048903878583473864,0.15941705518632412,0.26635065708852557,0.5858746715413587,1.5090434208845607,17,
PID_VEGFR1_2_PATHWAY,0.01399902547341259,0.06151554145255092,0.3807304007227924,0.43629259756017374,1.5090422144678286,69,
KEGG_ADHERENS_JUNCTION,0.018385724535060512,0.07514268523806684,0.35248785758361917,0.431264801677816,1.508709554947811,73,
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,0.04091653027823241,0.1407387550087477,0.2878571172551493,0.551812076269626,1.5086443461977166,23,
BIOCARTA_AMI_PATHWAY,0.05272108843537415,0.16882595734923184,0.25720646646883816,0.5977999451380256,1.508546404506176,16,
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.0436817472698908,0.14720453683012186,0.27128855468895297,0.5087785290817379,1.5056484664638057,32,
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,0.04666666666666667,0.15348311566347522,0.27128855468895297,0.5566936408020375,1.5055510728821604,22,
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,0.05670103092783505,0.176110001895331,0.24891111443470243,0.6053986469404348,1.5055029224962233,15,
WP_SELENIUM_MICRONUTRIENT_NETWORK,0.016796927326501065,0.07010433057817914,0.35248785758361917,0.42806267779731627,1.5049825737491682,76,
REACTOME_RHOJ_GTPASE_CYCLE,0.015836851872347495,0.0669375412824857,0.35248785758361917,0.4568763723284819,1.504527787371579,55,
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.010729305281632203,0.05060275186018025,0.3807304007227924,0.4100932169459545,1.5040975783890191,102,
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.05676126878130217,0.176110001895331,0.24504178543099617,0.565851084129079,1.5039856551739583,20,
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.05564924114671164,0.17397053000735335,0.24891111443470243,0.5837253878705385,1.5035074888147666,17,
REACTOME_RHO_GTPASE_CYCLE,2.4253581513942844e-4,0.002780798570133102,0.5188480777437918,0.3532716229098851,1.50338595529111,441,
PID_VEGFR1_PATHWAY,0.043478260869565216,0.14697285119488965,0.27650059925447157,0.5325796965195739,1.5026865471653088,26,
REACTOME_ATTENUATION_PHASE,0.04186795491143317,0.142536808956159,0.28201335001172506,0.5285162577765796,1.5026223227832867,27,
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE,0.04084967320261438,0.1407387550087477,0.2878571172551493,0.5412695044662262,1.5025958778681432,25,
WP_RAC1PAK1P38MMP2_PATHWAY,0.016159327262372715,0.0681561477556735,0.35248785758361917,0.4365613785692274,1.5025101857874255,67,
PID_SYNDECAN_2_PATHWAY,0.04552590266875981,0.15187989268256827,0.26635065708852557,0.5122529701573657,1.501215794520289,31,
BIOCARTA_TFF_PATHWAY,0.05843071786310518,0.17933735713368437,0.24133997681509095,0.5643200340673793,1.4999162499987546,20,
REACTOME_DISEASES_OF_GLYCOSYLATION,0.005400306670515241,0.029030903864189044,0.40701791892395395,0.3937140847772427,1.4990981438100275,139,
REACTOME_ANCHORING_FIBRIL_FORMATION,0.058419243986254296,0.17933735713368437,0.24504178543099617,0.6020562288676616,1.4971910106639206,15,
REACTOME_PROGRAMMED_CELL_DEATH,0.005708033750292988,0.03004624625813855,0.40701791892395395,0.37667005123738306,1.497063651767505,204,
PID_TRAIL_PATHWAY,0.04669887278582931,0.15348311566347522,0.26635065708852557,0.5263231894452813,1.496387219545666,27,
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION,0.04669887278582931,0.15348311566347522,0.26635065708852557,0.5263187184886134,1.4963745081877948,27,
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.011932558592142225,0.05385849409801751,0.3807304007227924,0.4069251489968212,1.4924780657183396,102,
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,0.06013745704467354,0.18264547551909766,0.24133997681509095,0.5996465362964786,1.491198596860937,15,
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS,0.06343906510851419,0.1901372419189791,0.23112670967383428,0.5687358493182879,1.4889103065939837,18,
REACTOME_SIGNALING_BY_PDGF,0.03823529411764706,0.13501036868030145,0.28201335001172506,0.4468699375695768,1.4882429891181956,58,
BIOCARTA_41BB_PATHWAY,0.06013745704467354,0.18264547551909766,0.24133997681509095,0.5983629656363827,1.4880066185012712,15,
WNT_SIGNALING,0.01674862966475015,0.07004930017018143,0.35248785758361917,0.4192742714128651,1.4875102088574579,83,
REACTOME_FLT3_SIGNALING,0.043410852713178294,0.14697285119488965,0.27128855468895297,0.485838830447743,1.4845003430843224,38,
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,0.06176961602671119,0.18614861627385018,0.2343926472946861,0.5584964759346208,1.4844377113171137,20,
WP_INTERLEUKIN1_IL1_STRUCTURAL_PATHWAY,0.04054054054054054,0.1401704997892173,0.27650059925447157,0.45708613704603135,1.4843500839405568,49,
REACTOME_INTERLEUKIN_37_SIGNALING,0.06176961602671119,0.18614861627385018,0.2343926472946861,0.5580489852704906,1.4832483179262501,20,
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.040123456790123455,0.13943404455179817,0.28201335001172506,0.4809713982407591,1.482528987440028,39,
BIOCARTA_BCR_PATHWAY,0.04608294930875576,0.1532258064516129,0.2616635217115731,0.49585437986884073,1.4815730647580299,33,
NABA_COLLAGENS,0.04833836858006042,0.15783149806419075,0.2529611230696109,0.4676897131267411,1.4815260743755512,44,
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.04833836858006042,0.15783149806419075,0.2529611230696109,0.4676897131267411,1.4815260743755512,44,
BIOCARTA_SHH_PATHWAY,0.06529209621993128,0.19297441771668578,0.23112670967383428,0.5957485590842344,1.4815051227930396,15,
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.05311077389984825,0.16952959028831563,0.24133997681509095,0.46936775030725714,1.4813915972806897,43,
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,0.06844741235392321,0.199638286032276,0.22205604614524838,0.565576552720559,1.4806394911150857,18,
PID_CD8_TCR_PATHWAY,0.03886397608370702,0.13674361955378397,0.28201335001172506,0.45263412311680923,1.4804549918408387,50,
WP_PRION_DISEASE_PATHWAY,0.04608294930875576,0.1532258064516129,0.2616635217115731,0.4952049470550983,1.4796326116668113,33,
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3,0.0357653791130186,0.1285620384332831,0.2878571172551493,0.4297886279370775,1.4792004581977922,67,
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.058333333333333334,0.17933735713368437,0.24133997681509095,0.5466103964641832,1.4782814254166021,22,
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,0.04984894259818731,0.16196846984264443,0.24891111443470243,0.4663764556898558,1.4773659975543063,44,
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.0042732838683476855,0.024014651598179247,0.40701791892395395,0.3739926847691193,1.476460304102894,180,
REACTOME_SIGNALING_BY_ERYTHROPOIETIN,0.05228758169934641,0.16797701367181334,0.2529611230696109,0.5315495949989965,1.4756128393296728,25,
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,0.011774720515526587,0.05378902623821702,0.3807304007227924,0.3885479396898376,1.4752950837529684,136,
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,0.02597284703940595,0.09739218238465351,0.35248785758361917,0.42163590885195246,1.4750244441911915,73,
BIOCARTA_TGFB_PATHWAY,0.06397306397306397,0.1910572793806327,0.23112670967383428,0.5623348058126716,1.4744950639351935,19,
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,0.06397306397306397,0.1910572793806327,0.23112670967383428,0.5614309496153131,1.472125067470923,19,
PID_ATF2_PATHWAY,0.04328358208955224,0.14697285119488965,0.26635065708852557,0.44506937356645093,1.4720269254876226,56,
PID_LYSOPHOSPHOLIPID_PATHWAY,0.040638606676342524,0.1402664711406632,0.27128855468895297,0.43151747197908263,1.4707401665145614,64,
REACTOME_DNA_METHYLATION,0.054009819967266774,0.17022848282721897,0.24891111443470243,0.5366625322369363,1.467225763793907,23,
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.06844741235392321,0.199638286032276,0.22205604614524838,0.5516651518699327,1.4662806136507744,20,
WP_EICOSANOID_SYNTHESIS,0.057755775577557754,0.1783634245777519,0.24133997681509095,0.532259297116741,1.4648780172590783,24,
WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR,0.056162246489859596,0.1750682527301092,0.2377938344236881,0.49494792945438454,1.4647190248130673,32,
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.07419898819561552,0.2105646962308008,0.21392785549235627,0.5683587191049426,1.4639274019326565,17,
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY,0.053763440860215055,0.17022848282721897,0.24133997681509095,0.4896324490370748,1.4629824351187994,33,
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.06844741235392321,0.199638286032276,0.22205604614524838,0.5500923049086928,1.4621001157532938,20,
PID_ER_NONGENOMIC_PATHWAY,0.04945904173106646,0.16096376550322608,0.2529611230696109,0.4705194285508304,1.4613555198451853,40,
WP_GASTRIC_CANCER_NETWORK_1,0.05392156862745098,0.17022848282721897,0.24891111443470243,0.5261126405441319,1.4605195350059925,25,
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,0.06844741235392321,0.199638286032276,0.22205604614524838,0.5493668893506722,1.4601720208465179,20,
NABA_BASEMENT_MEMBRANES,0.05100463678516229,0.16465089059287827,0.24891111443470243,0.46977330456548483,1.4590381821577025,40,
BIOCARTA_STRESS_PATHWAY,0.058919803600654665,0.18028375488237128,0.2377938344236881,0.5336549775075705,1.459003162960284,23,
WP_NOTCH_SIGNALING_PATHWAY,0.046579330422125184,0.15348311566347522,0.2529611230696109,0.4352953030638386,1.4588640488375197,59,
PID_IL2_1PATHWAY,0.05572289156626506,0.17397053000735335,0.2343926472946861,0.44388278530991937,1.458234921323753,52,
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,0.04477611940298507,0.15038444142921753,0.2616635217115731,0.4408968288958517,1.4582266092499452,56,
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.0032371882319035187,0.019683291456110297,0.4317076958033464,0.36038726748315536,1.4573914882789425,232,
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.05223880597014925,0.16797701367181334,0.24133997681509095,0.44408576813267625,1.4573004663711355,51,
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.0563165905631659,0.17527550417085178,0.2343926472946861,0.4641439233344956,1.456867765620292,42,
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,0.036827195467422094,0.13143158310824163,0.28201335001172506,0.41749959459396413,1.4565719296683186,72,
PID_S1P_S1P1_PATHWAY,0.06467661691542288,0.1920087064676617,0.22798720285044224,0.5416965971777524,1.4556712824865594,21,
KEGG_MELANOMA,0.050724637681159424,0.16401240222676344,0.24133997681509095,0.4265273261965079,1.4556687258326992,65,
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,0.05246913580246913,0.16828926997737287,0.24504178543099617,0.4718424995289753,1.4543903974674726,39,
PID_FOXO_PATHWAY,0.05572289156626506,0.17397053000735335,0.2343926472946861,0.450693180878568,1.452090472741162,47,
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,0.07560137457044673,0.21381628304774478,0.21392785549235627,0.5830705069944215,1.4499773938011864,15,
WP_NONSMALL_CELL_LUNG_CANCER,0.037089871611982884,0.13189713701587497,0.28201335001172506,0.41743523729488036,1.4493585708361896,71,
REACTOME_DEATH_RECEPTOR_SIGNALLING,0.01197261035871641,0.05391728592695088,0.3807304007227924,0.3816065900013043,1.4491303049009299,138,
BIOCARTA_P53_PATHWAY,0.08333333333333333,0.2252710027100271,0.20207170902115992,0.5738255005864576,1.4480469641458227,16,
BIOCARTA_IL6_PATHWAY,0.07131011608623548,0.20499089566576337,0.21654283673534816,0.5388097479477786,1.4479136123390353,21,
REACTOME_HEME_SIGNALING,0.05572289156626506,0.17397053000735335,0.2343926472946861,0.4492487175953899,1.4474365497161044,47,
PID_ERBB4_PATHWAY,0.06018518518518518,0.18264547551909766,0.22798720285044224,0.4794591350846228,1.4473628605881645,36,
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.021359726936204207,0.08438149552025226,0.35248785758361917,0.4063918000303195,1.4469039658273137,87,
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,0.06435643564356436,0.19191493140345425,0.22798720285044224,0.5257054530084899,1.4468406016334114,24,
BIOCARTA_BCELLSURVIVAL_PATHWAY,0.07731958762886598,0.21573787037704567,0.2114001893849227,0.581326256398615,1.4456397984285776,15,
WP_NRF2ARE_REGULATION,0.07166666666666667,0.20571942446043165,0.21654283673534816,0.534514329468737,1.445568196258081,22,
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.023146093747404416,0.08948925780246475,0.35248785758361917,0.40079314066170985,1.4450270970261019,94,
WP_VEGFAVEGFR2_SIGNALING_PATHWAY,7.393580092200247e-4,0.006122225206623125,0.47727081536286214,0.3407053806011855,1.4446264201230945,421,
WP_PHYSICOCHEMICAL_FEATURES_AND_TOXICITYASSOCIATED_PATHWAYS,0.046511627906976744,0.15348311566347522,0.2529611230696109,0.42500872680800034,1.444487855929993,63,
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,0.05401234567901234,0.17022848282721897,0.24133997681509095,0.47520947535923563,1.4433192895905134,37,
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,0.06042296072507553,0.18271413212280493,0.22496609354031374,0.4789700580934932,1.4433102852997703,34,
PID_NFAT_TFPATHWAY,0.05555555555555555,0.17397053000735335,0.2377938344236881,0.4681152678123921,1.442901712104992,39,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.08673469387755102,0.23102231546824337,0.19782202131510335,0.5716281264523279,1.4425018969768537,16,
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.059907834101382486,0.18264547551909766,0.22798720285044224,0.4823806847285193,1.4413147457573152,33,
WP_IL2_SIGNALING_PATHWAY,0.0571870170015456,0.17715543310261408,0.2343926472946861,0.46316988133273007,1.4385290418214973,40,
PID_MYC_ACTIV_PATHWAY,0.04149377593360996,0.14247862820576912,0.2616635217115731,0.4085664061680346,1.4380827248976256,77,
WP_HIPPOYAP_SIGNALING_PATHWAY,0.06873977086743044,0.19990647650222118,0.21925034670375515,0.5257615714026,1.4374227318595199,23,
WP_NETRINUNC5B_SIGNALING_PATHWAY,0.058208955223880594,0.17933735713368437,0.22798720285044224,0.4379645362588699,1.4372131888572144,51,
BIOCARTA_HER2_PATHWAY,0.06873977086743044,0.19990647650222118,0.21925034670375515,0.5239022934524291,1.4323394992008622,23,
PID_PDGFRB_PATHWAY,0.015059177802788086,0.06502826778476674,0.3807304007227924,0.3807645575201277,1.43185073672867,126,
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,0.04353932584269663,0.14697285119488965,0.25720646646883816,0.409086538557095,1.4311225194369097,73,
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.024396658432792928,0.09306182327614128,0.35248785758361917,0.3791560690044873,1.4307692259030185,130,
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.06190476190476191,0.18627450980392157,0.22798720285044224,0.49152155782823775,1.4301042466757727,30,
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.06765676567656766,0.19907853617220128,0.22205604614524838,0.5195775279989291,1.4299753957336845,24,
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.023428075089602554,0.09016156963816768,0.35248785758361917,0.3939364438618208,1.4290533806659493,97,
WP_ENDOMETRIAL_CANCER,0.05377906976744186,0.17022848282721897,0.2343926472946861,0.4199980377858742,1.427457901047272,63,
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.05736434108527132,0.17742924103118804,0.2343926472946861,0.46704418788212765,1.4270725468929593,38,
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.07628524046434494,0.21403909176029964,0.2089550275493539,0.5309693337300962,1.4268445011817161,21,
BIOCARTA_ARENRF2_PATHWAY,0.08080808080808081,0.22098733522874126,0.20429475651688608,0.5438423399470984,1.4260060688437868,19,
REACTOME_HDACS_DEACETYLATE_HISTONES,0.060240963855421686,0.18264547551909766,0.22496609354031374,0.4424614957761053,1.4255687679117472,47,
PID_INTEGRIN_A4B1_PATHWAY,0.0655226209048362,0.19336927323246778,0.21925034670375515,0.48164507964665165,1.425351374120808,32,
WP_EPO_RECEPTOR_SIGNALING,0.07085346215780998,0.2045624558680621,0.21392785549235627,0.5051513836152464,1.4252968962226937,26,
WP_OREXIN_RECEPTOR_PATHWAY,0.02198754459024414,0.08617907948435571,0.35248785758361917,0.375098093087768,1.4242827254226116,137,
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,0.08080808080808081,0.22098733522874126,0.20429475651688608,0.542540518912203,1.4225925709236178,19,
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,0.03369272237196765,0.12221269296740994,0.2878571172551493,0.39221758885269126,1.4211924122140442,96,
WP_PROLACTIN_SIGNALING_PATHWAY,0.046348314606741575,0.15348311566347522,0.24891111443470243,0.40507184244535427,1.4203352277696295,75,
WP_DNA_DAMAGE_RESPONSE,0.053314121037463975,0.16990682343409047,0.2343926472946861,0.4129621669002588,1.4195491324569496,68,
KEGG_SELENOAMINO_ACID_METABOLISM,0.07679738562091504,0.21488188543299508,0.20658792269689108,0.5111436667435105,1.4189647861366457,25,
REACTOME_NEGATIVE_REGULATION_OF_FLT3,0.0979381443298969,0.2527640335551673,0.18643255843407516,0.5701970083007656,1.4179636289802728,15,
BIOCARTA_KERATINOCYTE_PATHWAY,0.06515151515151515,0.19284461828972213,0.21654283673534816,0.44322101123156865,1.4171706327320919,46,
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.051094890510948905,0.1646757779795526,0.24133997681509095,0.4186795595634993,1.4168746208222787,62,
BIOCARTA_PPARA_PATHWAY,0.07357357357357357,0.20908729242062574,0.20207170902115992,0.4360310417735293,1.4159753731320175,49,
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,0.03708791208791209,0.13189713701587497,0.27650059925447157,0.39896146756182826,1.415444009810432,83,
WP_UNFOLDED_PROTEIN_RESPONSE,0.07692307692307693,0.2149321266968326,0.20658792269689108,0.5176829802242383,1.41533600808053,23,
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,0.06790123456790123,0.19950362733867888,0.21392785549235627,0.4653484449940728,1.4133690969296493,37,
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,0.06334841628959276,0.1901372419189791,0.21925034670375515,0.42916285467636095,1.4125432452862106,54,
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME,0.05397727272727273,0.17022848282721897,0.23112670967383428,0.405988622954122,1.4117336353734045,70,
BIOCARTA_FMLP_PATHWAY,0.06948640483383686,0.2011979356219224,0.2089550275493539,0.46828256834371884,1.411105007288688,34,
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,8.873909808932996e-4,0.006997411094395781,0.47727081536286214,0.33061650506411894,1.4107745297630687,500,
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE,0.07098765432098765,0.20465371440804966,0.2089550275493539,0.4689231393498434,1.4107328546604765,35,
REACTOME_HDMS_DEMETHYLATE_HISTONES,0.06818181818181818,0.199638286032276,0.21925034670375515,0.49716083531379585,1.410189649374244,28,
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.05285714285714286,0.16899038461538463,0.2343926472946861,0.4073250022157601,1.4088495353557038,69,
PID_P73PATHWAY,0.04172461752433936,0.142536808956159,0.2616635217115731,0.39975581871565524,1.4079883770034505,79,
REACTOME_HATS_ACETYLATE_HISTONES,0.03419972640218878,0.12360741415959245,0.2878571172551493,0.39069726510944397,1.4059417351986812,93,
WP_INTEGRINMEDIATED_CELL_ADHESION,0.03768506056527591,0.13361677503355487,0.27128855468895297,0.3843815247063783,1.4058416790082215,101,
REACTOME_SIGNALING_BY_RETINOIC_ACID,0.06646058732612056,0.19584766870843504,0.21654283673534816,0.45249122623320054,1.4053629053618748,40,
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4,0.07348242811501597,0.20908729242062574,0.2089550275493539,0.49099051488705797,1.4043603200951926,29,
PID_CERAMIDE_PATHWAY,0.0649546827794562,0.19254768520804622,0.21654283673534816,0.44329114831402344,1.4042374171037855,44,
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,0.038303693570451436,0.13501036868030145,0.27128855468895297,0.3905125733971476,1.4041608131950598,92,
BIOCARTA_ERK_PATHWAY,0.08051529790660225,0.22098733522874126,0.19991523130966152,0.49763469231226737,1.4040883691721964,26,
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,0.10374149659863946,0.26364877161055505,0.1797823162983236,0.5561922367500427,1.4035494746822017,16,
PID_E2F_PATHWAY,0.053824362606232294,0.17022848282721897,0.23112670967383428,0.40228843786503277,1.4035032699713086,72,
PID_HIF1A_PATHWAY,0.09764309764309764,0.25265626432941607,0.1847064712077387,0.5350071540351393,1.4028393754762893,19,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.10374149659863946,0.26364877161055505,0.1797823162983236,0.5558923889180284,1.4027928095594244,16,
BIOCARTA_VEGF_PATHWAY,0.07890499194847021,0.21893666055243127,0.20207170902115992,0.493133296452244,1.4020251760544535,27,
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.08051529790660225,0.22098733522874126,0.19991523130966152,0.4965925164518601,1.4011478446733303,26,
SA_CASPASE_CASCADE,0.09764309764309764,0.25265626432941607,0.1847064712077387,0.5340984723641834,1.400456726163703,19,
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,0.06456456456456457,0.19196170835515097,0.21654283673534816,0.4251529500927508,1.4000602045527784,55,
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS,0.08623548922056384,0.2304911863735393,0.19578900214894943,0.5209382766994478,1.3998885968460124,21,
WP_TRYPTOPHAN_METABOLISM,0.07253086419753087,0.20700868966248082,0.20658792269689108,0.46357945882199764,1.399426233712486,36,
PID_IL3_PATHWAY,0.08019639934533551,0.22098317222920488,0.20207170902115992,0.5113090309405492,1.3979097447504576,23,
WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE,0.08019639934533551,0.22098317222920488,0.20207170902115992,0.5112930417360368,1.3978660305513213,23,
PID_AJDISS_2PATHWAY,0.0783132530120482,0.21790089227201695,0.19578900214894943,0.43371894414283513,1.397401099811307,47,
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,0.09932659932659933,0.2543729982754373,0.18302393838448722,0.5325892875542507,1.3964995008064787,19,
PID_ECADHERIN_KERATINOCYTE_PATHWAY,0.09181969949916527,0.24359082513408872,0.19002330527910832,0.5253534664315718,1.3963463172030588,20,
PID_ERA_GENOMIC_PATHWAY,0.06451612903225806,0.19196170835515097,0.21392785549235627,0.4136898559458786,1.3962101963710172,61,
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.07111756168359942,0.2047323745436953,0.20207170902115992,0.4089361035025233,1.3937761319390356,64,
REACTOME_INFLUENZA_INFECTION,0.01954416299136043,0.07914858670908534,0.35248785758361917,0.3627217220181732,1.3895735602405965,151,
BIOCARTA_ARF_PATHWAY,0.10961214165261383,0.2740303541315346,0.1737478389995708,0.5394674066040823,1.389511750995841,17,
WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS,0.0851063829787234,0.228515792789439,0.19578900214894943,0.5074660386692507,1.3874030726207536,23,
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.08059701492537313,0.22098733522874126,0.19189224038483796,0.421998024679715,1.384817893983295,51,
BIOCARTA_PITX2_PATHWAY,0.11564625850340136,0.2831610499481749,0.16957064440562838,0.5487075324662862,1.3846618454211355,16,
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.09682804674457429,0.25173915905898875,0.1847064712077387,0.5206900687084557,1.3839513894974196,20,
BIOCARTA_P38MAPK_PATHWAY,0.0787037037037037,0.21868229650263077,0.19782202131510335,0.4583668461957664,1.3836907072207267,36,
WP_IL9_SIGNALING_PATHWAY,0.11564625850340136,0.2831610499481749,0.16957064440562838,0.5483180998995435,1.3836791134835777,16,
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,0.0791476407914764,0.2190007536463182,0.19578900214894943,0.4404566776653418,1.3825175847027036,42,
PID_ALPHA_SYNUCLEIN_PATHWAY,0.0811232449297972,0.22139654396025366,0.19578900214894943,0.46694121918295295,1.381837657065525,32,
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.07598784194528875,0.21381628304774478,0.19991523130966152,0.4210856978212967,1.3809423857341274,53,
REACTOME_DISEASES_OF_METABOLISM,0.010041460659402956,0.04827160003737084,0.3807304007227924,0.34239649948127604,1.380887385701001,231,
BIOCARTA_ATM_PATHWAY,0.09849749582637729,0.25346667634674025,0.18302393838448722,0.5195288425376745,1.3808649458159419,20,
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0.04441453566621804,0.1494215828905649,0.24891111443470243,0.3792241961019269,1.3806410929015447,98,
PID_TNF_PATHWAY,0.07239819004524888,0.20700868966248082,0.20429475651688608,0.43225154126785453,1.3800921216280528,45,
